Username: player1
Created @ 2020-08-09T20:01:32.652162700
Password:  1234


__SIGN IN__ | @ 2020-08-09T20:01:32.784807900 | Message: No Message
__REPORT__ | @ 2020-08-09T20:27:14.446228100 | Message: Input: P1Board, Index: 2
__REPORT__ | @ 2020-08-09T20:27:17.264943300 | Message: Clicked On Point: java.awt.Point[x=773,y=51], P2Board
__REPORT__ | @ 2020-08-09T20:27:17.266432900 | Message: Input: P2Board, Index: 5
__REPORT__ | @ 2020-08-09T20:27:17.266432900 | Message: Input: P2Board, Index: 5
__ATTACK__ | @ 2020-08-09T20:27:17.266432900 | Message: Ironfur Grizzly Attacked -> Ironfur Grizzly
__ATTACK__ | @ 2020-08-09T20:27:17.266432900 | Message: Ironfur Grizzly Attacked -> Ironfur Grizzly
__REPORT__ | @ 2020-08-09T20:27:18.171084200 | Message: Clicked On Point: java.awt.Point[x=639,y=5], P1Board
__REPORT__ | @ 2020-08-09T20:27:18.183600900 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-08-09T20:27:18.183600900 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-08-09T20:27:18.795656200 | Message: Clicked On Point: java.awt.Point[x=80,y=41], P2Hero
__REPORT__ | @ 2020-08-09T20:27:18.804390400 | Message: Input: P2Hero, Index: -1
__REPORT__ | @ 2020-08-09T20:27:18.804390400 | Message: Input: P2Hero, Index: -1
__ATTACK__ | @ 2020-08-09T20:27:18.804789800 | Message: Lightwarden Attacked -> Hunter
__ATTACK__ | @ 2020-08-09T20:27:18.804789800 | Message: Lightwarden Attacked -> Hunter
__GAME REPORT__ | @ 2020-08-09T20:27:21.664651600 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-09T20:27:21.664651600 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-09T20:27:21.664651600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:27:21.664651600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:27:21.844391 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:27:21.844391 | Message: Turn Ended.
__REPORT__ | @ 2020-08-09T20:27:22.970717100 | Message: Clicked On Point: java.awt.Point[x=519,y=87], P2Hand
__REPORT__ | @ 2020-08-09T20:27:22.970717100 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-09T20:27:26.660345200 | Message: Selected -> models.cards.Minion@6cf0eddf
__REPORT__ | @ 2020-08-09T20:27:26.662699300 | Message: Input: P2Hand, Index: 4
__REPORT__ | @ 2020-08-09T20:27:26.662699300 | Message: Input: P2Hand, Index: 4
__REPORT__ | @ 2020-08-09T20:27:27.341342900 | Message: Clicked On Point: java.awt.Point[x=293,y=53], P2Board
__REPORT__ | @ 2020-08-09T20:27:27.346427400 | Message: Input: P2Board, Index: 2
__REPORT__ | @ 2020-08-09T20:27:27.346427400 | Message: Input: P2Board, Index: 2
__EFFECTS VISITED__ | @ 2020-08-09T20:27:27.346427400 | Message: Effect: ChangeAbility{addedAbilities=[RUSH], removedAbilities=[], sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4a125b35]
__EFFECTS VISITED__ | @ 2020-08-09T20:27:27.346427400 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_PLAYED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4a125b35]
__CARD PLAYED__ | @ 2020-08-09T20:27:27.346427400 | Message: Lightwarden
__CARD PLAYED__ | @ 2020-08-09T20:27:27.346427400 | Message: Lightwarden
__GAME REPORT__ | @ 2020-08-09T20:27:29.419185400 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-09T20:27:29.419185400 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-09T20:27:29.419185400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:27:29.419185400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:27:29.585626700 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:27:29.585626700 | Message: Turn Ended.
__REPORT__ | @ 2020-08-09T20:27:30.466956600 | Message: Clicked On Point: java.awt.Point[x=463,y=28], P1Hand
__REPORT__ | @ 2020-08-09T20:27:30.466956600 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-09T20:27:31.817561400 | Message: Selected -> models.cards.Spell@49929400
__REPORT__ | @ 2020-08-09T20:27:31.826752 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-08-09T20:27:31.826752 | Message: Input: P1Hand, Index: 4
__REPORT__ | @ 2020-08-09T20:27:35.772067 | Message: Clicked On Point: java.awt.Point[x=617,y=56], P1Board
__REPORT__ | @ 2020-08-09T20:27:35.773070500 | Message: Input: P1Board, Index: 4
__REPORT__ | @ 2020-08-09T20:27:35.774085200 | Message: Input: P1Board, Index: 4
__CARD SELECTED__ | @ 2020-08-09T20:27:35.774085200 | Message: Model Selected -> Lightwarden
__CARD SELECTED__ | @ 2020-08-09T20:27:35.774085200 | Message: Model Selected -> Lightwarden
__EFFECTS VISITED__ | @ 2020-08-09T20:27:35.774085200 | Message: Effect: RelatedEffects{effects=[ChangeHpAttack{life=4, attack=4, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=null, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, ChangeAbility{addedAbilities=[DIVINE_SHIELD, TAUNT], removedAbilities=[], sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=null, cardGroup=null, type=null, cardClass=null, sourceCard=null}}], sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=PLAYER_SELECTS, cardGroup=ALL_MINIONS, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@3a2a6ff0]
__EFFECTS VISITED__ | @ 2020-08-09T20:27:35.774085200 | Message: Effect: ChangeHpAttack{life=4, attack=4, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=[models.cards.Minion@3a2a6ff0]}}, on Models: [models.cards.Minion@3a2a6ff0]
__EFFECTS VISITED__ | @ 2020-08-09T20:27:35.774085200 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=SELF, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@3a2a6ff0]
__EFFECTS VISITED__ | @ 2020-08-09T20:27:35.774085200 | Message: Effect: ChangeHpAttack{life=0, attack=1, targetHP=null, targetAttack=null, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=DETERMINED_GROUP, cardGroup=SELF, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4a125b35]
__EFFECTS VISITED__ | @ 2020-08-09T20:27:35.774085200 | Message: Effect: ChangeAbility{addedAbilities=[DIVINE_SHIELD, TAUNT], removedAbilities=[], sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=DETERMINED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=[models.cards.Minion@3a2a6ff0]}}, on Models: [models.cards.Minion@3a2a6ff0]
__CARD PLAYED__ | @ 2020-08-09T20:27:35.774085200 | Message: Pharaoh's blessing
__CARD PLAYED__ | @ 2020-08-09T20:27:35.774085200 | Message: Pharaoh's blessing
__ROOM CHANGE__ | @ 2020-08-09T20:27:38.748577700 | Message: login
__SIGN IN__ | @ 2020-08-09T20:27:46.140292 | Message: No Message
__SIGN IN__ | @ 2020-08-09T20:38:21.203415700 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-09T20:38:22.237256800 | Message: home
__BUTTON CLICK__ | @ 2020-08-09T20:38:24.584301700 | Message: button -> Ranks
__ROOM CHANGE__ | @ 2020-08-09T20:38:24.820631700 | Message: Ranks
__BUTTON CLICK__ | @ 2020-08-09T20:38:26.498697500 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-09T20:38:26.709873 | Message: home
__BUTTON CLICK__ | @ 2020-08-09T20:38:29.662388700 | Message: button -> Local Play
__SUCCESSFUL ACTION__ | @ 2020-08-09T20:38:29.662388700 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-09T20:38:29.757988300 | Message: Game Begins
__GAME REPORT__ | @ 2020-08-09T20:38:29.757988300 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-09T20:38:29.861404600 | Message: play
__GAME REPORT__ | @ 2020-08-09T20:38:31.717683100 | Message: Activated Passive -> Nurse
__GAME REPORT__ | @ 2020-08-09T20:38:31.717683100 | Message: Activated Passive -> Nurse
__GAME REPORT__ | @ 2020-08-09T20:38:32.739183100 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-09T20:38:32.739183100 | Message: Activated Passive -> Mana Jump
__EFFECTS VISITED__ | @ 2020-08-09T20:38:32.741525400 | Message: Effect: RestoreLife{life=1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=FRIEND_MINIONS_DAMAGED, type=null, cardClass=null, sourceCard=null}}, on Models: []
__EFFECTS VISITED__ | @ 2020-08-09T20:38:32.741525400 | Message: Effect: ManaJump{addedMana=1, sourcePlayerIndex=2}
__GAME REPORT__ | @ 2020-08-09T20:38:32.741525400 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-09T20:38:32.741525400 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-09T20:38:34.475666200 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-09T20:38:34.475666200 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Pharaoh's blessing
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Arcane Missiles
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Swamp King Dred
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Draw Card -> Swamp King Dred
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:38:34.476172200 | Message: Turn Begins
__REPORT__ | @ 2020-08-09T20:38:39.295231300 | Message: Clicked On Point: java.awt.Point[x=325,y=640], other
__REPORT__ | @ 2020-08-09T20:38:39.312526 | Message: Input: other, Index: -1
__REPORT__ | @ 2020-08-09T20:38:39.312526 | Message: Input: other, Index: -1
__GAME REPORT__ | @ 2020-08-09T20:38:42.875188100 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-09T20:38:42.875188100 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-09T20:38:42.878288500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:38:42.878288500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:38:43.068670800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:38:43.068670800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:38:43.728475400 | Message: Draw Card -> Sprint
__GAME REPORT__ | @ 2020-08-09T20:38:43.728475400 | Message: Draw Card -> Sprint
__GAME REPORT__ | @ 2020-08-09T20:38:43.728475400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:38:43.728475400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:38:43.909675 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:38:43.909675 | Message: Turn Ended.
__REPORT__ | @ 2020-08-09T20:38:45.469944900 | Message: Clicked On Point: java.awt.Point[x=296,y=34], P1Hand
__REPORT__ | @ 2020-08-09T20:38:45.469944900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-09T20:38:47.528647800 | Message: Selected -> models.cards.Spell@f19f935
__REPORT__ | @ 2020-08-09T20:38:47.531077 | Message: Input: P1Hand, Index: 0
__REPORT__ | @ 2020-08-09T20:38:47.531077 | Message: Input: P1Hand, Index: 0
__EFFECTS VISITED__ | @ 2020-08-09T20:38:47.532081 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Hunter@1363efbf]
__EFFECTS VISITED__ | @ 2020-08-09T20:38:47.532081 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Hunter@1363efbf]
__EFFECTS VISITED__ | @ 2020-08-09T20:38:47.532081 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Hunter@1363efbf]
__CARD PLAYED__ | @ 2020-08-09T20:38:47.532081 | Message: Arcane Missiles
__CARD PLAYED__ | @ 2020-08-09T20:38:47.532081 | Message: Arcane Missiles
__ROOM CHANGE__ | @ 2020-08-09T20:38:49.827884100 | Message: login
__SIGN IN__ | @ 2020-08-09T20:38:56.135884800 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-09T20:38:57.439632500 | Message: play
__GAME REPORT__ | @ 2020-08-09T20:39:00.058010400 | Message: Draw Card -> Swamp King Dred
__GAME REPORT__ | @ 2020-08-09T20:39:00.058010400 | Message: Draw Card -> Swamp King Dred
__GAME REPORT__ | @ 2020-08-09T20:39:00.058010400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:39:00.058010400 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-09T20:39:00.211001500 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-09T20:39:00.211001500 | Message: Turn Ended.
__REPORT__ | @ 2020-08-09T20:39:03.438843900 | Message: Clicked On Point: java.awt.Point[x=428,y=70], P2Hand
__REPORT__ | @ 2020-08-09T20:39:03.438843900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-09T20:39:04.381416 | Message: Selected -> models.cards.Minion@6483e12c
__REPORT__ | @ 2020-08-09T20:39:09.869249800 | Message: Clicked On Point: java.awt.Point[x=352,y=69], P2Hand
__REPORT__ | @ 2020-08-09T20:39:09.869249800 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-09T20:39:10.835423900 | Message: Selected -> models.cards.Minion@73112f36
__BUTTON CLICK__ | @ 2020-08-09T20:39:13.184895 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-09T20:39:13.501905900 | Message: home
__BUTTON CLICK__ | @ 2020-08-09T20:39:15.047812500 | Message: button -> Exit
__SIGN IN__ | @ 2020-08-12T20:37:39.176188700 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T20:37:40.162058300 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:38:04.782969200 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-12T20:38:04.803482400 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-12T20:38:40.000847900 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-12T20:38:43.435231 | Message: play
__GAME REPORT__ | @ 2020-08-12T20:38:47.491930200 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-12T20:38:51.662164500 | Message: Activated Passive -> Off Card
__EFFECTS VISITED__ | @ 2020-08-12T20:38:51.678457700 | Message: Effect: DoubleSpellPowers{}
__GAME REPORT__ | @ 2020-08-12T20:38:51.678457700 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-12T20:38:55.200673500 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-12T20:38:55.200673500 | Message: Draw Card -> Lightwarden
__EFFECTS VISITED__ | @ 2020-08-12T20:38:55.201692200 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@61a58315]
__GAME REPORT__ | @ 2020-08-12T20:38:55.201692200 | Message: Draw Card -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-08-12T20:38:55.201692200 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@4b11eac5]
__GAME REPORT__ | @ 2020-08-12T20:38:55.201692200 | Message: Draw Card -> Healing Touch
__EFFECTS VISITED__ | @ 2020-08-12T20:38:55.201692200 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@11c1e623]
__GAME REPORT__ | @ 2020-08-12T20:38:55.201692200 | Message: Draw Card -> Strength in Numbers
__EFFECTS VISITED__ | @ 2020-08-12T20:38:55.201692200 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Mission@22d3c257]
__GAME REPORT__ | @ 2020-08-12T20:38:55.201692200 | Message: Draw Card -> Sprint
__EFFECTS VISITED__ | @ 2020-08-12T20:38:55.202676800 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@29f448b7]
__GAME REPORT__ | @ 2020-08-12T20:38:55.202676800 | Message: Turn Begins
__REPORT__ | @ 2020-08-12T20:39:04.843095900 | Message: Clicked On Point: java.awt.Point[x=216,y=45], P1Hand
__REPORT__ | @ 2020-08-12T20:39:04.843095900 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-12T20:39:06.065576400 | Message: Selected -> models.cards.Minion@6c4036df
__REPORT__ | @ 2020-08-12T20:39:06.072747900 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-08-12T20:39:07.279562300 | Message: Clicked On Point: java.awt.Point[x=736,y=27], P1Board
__REPORT__ | @ 2020-08-12T20:39:07.282097700 | Message: Input: P1Board, Index: 5
__GAME REPORT__ | @ 2020-08-12T20:39:09.741524700 | Message: Draw Card -> Sorcerer's Apprentice
__EFFECTS VISITED__ | @ 2020-08-12T20:39:09.741524700 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=2, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@1633e4f9]
__GAME REPORT__ | @ 2020-08-12T20:39:09.742277900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-12T20:39:10.093935400 | Message: Turn Ended.
__REPORT__ | @ 2020-08-12T20:39:16.697663400 | Message: Input: other, Index: -1
__BUTTON CLICK__ | @ 2020-08-12T20:39:27.064382900 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-12T20:39:27.265454100 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:39:59.555085100 | Message: button -> Status
__ROOM CHANGE__ | @ 2020-08-12T20:39:59.781355700 | Message: Status
__BUTTON CLICK__ | @ 2020-08-12T20:40:04.285659900 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-12T20:40:04.464190400 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:40:05.386623500 | Message: button -> Ranks
__ROOM CHANGE__ | @ 2020-08-12T20:40:05.543442700 | Message: Ranks
__BUTTON CLICK__ | @ 2020-08-12T20:40:12.834853 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-12T20:40:12.950754900 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:40:17.351741 | Message: button -> Exit
__SIGN IN__ | @ 2020-08-12T20:45:56.815060100 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T20:45:57.561651300 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:46:18.995307900 | Message: button -> Exit
__SIGN IN__ | @ 2020-08-12T20:49:32.201015500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T20:49:33.279168 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:49:42.873343100 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-12T20:49:42.890043300 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-12T20:49:45.403312500 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-12T20:49:45.513159600 | Message: play
__GAME REPORT__ | @ 2020-08-12T20:49:47.153886600 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-12T20:49:50.515206400 | Message: Activated Passive -> Twice Draw
__EFFECTS VISITED__ | @ 2020-08-12T20:49:50.515726200 | Message: Effect: MultipleDraw{drawEachTurn=2, sourcePlayerIndex=2}
__EFFECTS VISITED__ | @ 2020-08-12T20:49:50.515726200 | Message: Effect: DoubleSpellPowers{}
__GAME REPORT__ | @ 2020-08-12T20:49:50.520916100 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-12T20:49:55.935155600 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Draw Card -> Book of specters
__EFFECTS VISITED__ | @ 2020-08-12T20:49:55.935453300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@70e03d9f]
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Draw Card -> Ironfur Grizzly
__EFFECTS VISITED__ | @ 2020-08-12T20:49:55.935453300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Minion@101a6a05]
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Draw Card -> Fireball
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Draw Card -> Arcane Missiles
__EFFECTS VISITED__ | @ 2020-08-12T20:49:55.935453300 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@5db9db1d]
__GAME REPORT__ | @ 2020-08-12T20:49:55.935453300 | Message: Turn Begins
__REPORT__ | @ 2020-08-12T20:50:17.756188800 | Message: Clicked On Point: java.awt.Point[x=318,y=29], P1Hand
__REPORT__ | @ 2020-08-12T20:50:17.756188800 | Message: Showing Card Chooser
__REPORT__ | @ 2020-08-12T20:50:19.382635 | Message: Selected -> models.cards.Spell@7f7ae943
__REPORT__ | @ 2020-08-12T20:50:19.394628700 | Message: Input: P1Hand, Index: 2
__EFFECTS VISITED__ | @ 2020-08-12T20:50:19.394628700 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@2e6656b]
__EFFECTS VISITED__ | @ 2020-08-12T20:50:19.397328900 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@2e6656b]
__EFFECTS VISITED__ | @ 2020-08-12T20:50:19.397328900 | Message: Effect: ChangeHpAttack{life=-1, attack=0, targetHP=null, targetAttack=null, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=ONE_RANDOM, cardGroup=ENEMY, type=null, cardClass=null, sourceCard=null}}, on Models: [models.heroes.Priest@2e6656b]
__CARD PLAYED__ | @ 2020-08-12T20:50:19.397328900 | Message: Arcane Missiles
__BUTTON CLICK__ | @ 2020-08-12T20:50:44.871811900 | Message: Exit Button
__SIGN OUT__ | @ 2020-08-12T20:50:44.873588 | Message: No Message
__SIGN IN__ | @ 2020-08-12T20:59:14.784649500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T20:59:16.156776700 | Message: home
__SIGN IN__ | @ 2020-08-12T20:59:25.818074500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T20:59:26.620572700 | Message: home
__BUTTON CLICK__ | @ 2020-08-12T20:59:37.971726900 | Message: button -> Exit
__BUTTON CLICK__ | @ 2020-08-12T20:59:40.601171200 | Message: button -> Exit
__SIGN IN__ | @ 2020-08-12T21:00:57.846858 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-12T21:00:58.788548100 | Message: home
__SIGN IN__ | @ 2020-08-12T21:01:05.505370900 | Message: No Message
__BUTTON CLICK__ | @ 2020-08-12T21:01:15.146808600 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-12T21:01:15.165858200 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-12T21:01:17.745961400 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-12T21:01:17.858000500 | Message: play
__GAME REPORT__ | @ 2020-08-12T21:01:19.264733800 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-12T21:01:22.445466400 | Message: Activated Passive -> Twice Draw
__EFFECTS VISITED__ | @ 2020-08-12T21:01:22.449559300 | Message: Effect: MultipleDraw{drawEachTurn=2, sourcePlayerIndex=2}
__EFFECTS VISITED__ | @ 2020-08-12T21:01:22.449559300 | Message: Effect: DoubleSpellPowers{}
__GAME REPORT__ | @ 2020-08-12T21:01:22.450559300 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-12T21:01:26.774509 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-12T21:01:26.774509 | Message: Draw Card -> Book of specters
__EFFECTS VISITED__ | @ 2020-08-12T21:01:26.774509 | Message: Effect: AddCost{cost=-1, sourcePlayerIndex=1, filter=CardFilter{selectingCardMethod=RECENTLY_RECEIVED_CARD, cardGroup=null, type=null, cardClass=null, sourceCard=null}}, on Models: [models.cards.Spell@6545a20e]
__GAME REPORT__ | @ 2020-08-12T21:01:26.775526100 | Message: Draw Card -> Lightwarden
