Username: player1
Created @ 2020-08-08T20:07:24.646522700
Password:  1234


__SIGN IN__ | @ 2020-08-08T20:07:24.662542800 | Message: No Message
__GAME REPORT__ | @ 2020-08-08T20:59:42.287602100 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T20:59:47.189506200 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T20:59:47.189506200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T20:59:47.587760300 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T21:00:15.888107400 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:00:16.539439200 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:00:18.979154500 | Message: button -> Sign Out
__ROOM CHANGE__ | @ 2020-08-08T21:00:19.140499100 | Message: Login
__SIGN OUT__ | @ 2020-08-08T21:00:19.157204500 | Message: No Message
__SIGN IN__ | @ 2020-08-08T21:02:31.344076200 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:02:32.249650100 | Message: home
__SIGN IN__ | @ 2020-08-08T21:06:44.025122300 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:06:45.223588900 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:06:54.718508100 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:06:54.718508100 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:06:57.432668600 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:06:57.557547200 | Message: play
__GAME REPORT__ | @ 2020-08-08T21:06:59.282571500 | Message: Activated Passive -> Warriors
__GAME REPORT__ | @ 2020-08-08T21:07:00.908492 | Message: Activated Passive -> Free Power
__GAME REPORT__ | @ 2020-08-08T21:07:00.914362900 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T21:07:04.587432800 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T21:07:04.587432800 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T21:07:04.587432800 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:07:04.587432800 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T21:07:04.587432800 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T21:07:04.588418500 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T21:07:04.588418500 | Message: Turn Begins
__REPORT__ | @ 2020-08-08T21:07:06.850864800 | Message: Clicked On Point: java.awt.Point[x=582,y=41], P1Board
__GAME REPORT__ | @ 2020-08-08T21:07:14.635501500 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T21:07:14.635501500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:07:14.973804 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:07:28.824209500 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:07:28.824209500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:07:29.221516800 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T21:19:04.225380500 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:19:05.217985900 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:19:06.506735200 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:19:06.509662 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:19:14.464681 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:19:14.610638200 | Message: play
__GAME REPORT__ | @ 2020-08-08T21:19:16.130421300 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-08T21:19:17.716218 | Message: Activated Passive -> Twice Draw
__GAME REPORT__ | @ 2020-08-08T21:19:17.720349100 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T21:19:21.437280600 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:19:21.438284200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:19:26.759670100 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T21:19:26.759670100 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T21:19:26.760328300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:19:27.124056400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:19:40.109843800 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T21:19:40.109843800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:19:40.379895400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:19:43.341213600 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T21:19:43.341213600 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T21:19:43.342214300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:19:43.673891600 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T21:19:51.082457800 | Message: Clicked On Point: java.awt.Point[x=320,y=153], P1Board
__REPORT__ | @ 2020-08-08T21:19:51.099486 | Message: Input: P1Board, Index: 2
__SIGN IN__ | @ 2020-08-08T21:23:50.156770700 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:23:51.100644600 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:23:57.026420800 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:23:57.034162600 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:23:58.922151300 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:23:59.048119400 | Message: play
__GAME REPORT__ | @ 2020-08-08T21:24:00.116030300 | Message: Activated Passive -> Free Power
__GAME REPORT__ | @ 2020-08-08T21:24:01.764882 | Message: Activated Passive -> Zombie
__GAME REPORT__ | @ 2020-08-08T21:24:01.764882 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T21:24:04.075895300 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T21:24:04.075895300 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:24:04.075895300 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T21:24:04.076901 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T21:24:04.077212600 | Message: Draw Card -> Lightwarden
__GAME REPORT__ | @ 2020-08-08T21:24:04.077440800 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T21:24:04.078155500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:24:11.090003900 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T21:24:11.090606600 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:24:11.745973500 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T21:31:19.189653200 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:31:20.205135 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:31:33.104495900 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:31:33.104495900 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:31:35.531288600 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:31:35.701884100 | Message: play
__SIGN IN__ | @ 2020-08-08T21:37:11.757612900 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:37:12.848178600 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:37:30.024718900 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:37:30.028561600 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:37:31.770107600 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:37:31.889449300 | Message: play
__GAME REPORT__ | @ 2020-08-08T21:37:33.855273400 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-08T21:37:35.703534900 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-08T21:37:35.703534900 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T21:37:38.945302800 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T21:37:38.945302800 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:37:38.946302 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:37:38.946302 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T21:37:38.946302 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T21:37:38.947303200 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T21:37:38.948534800 | Message: Turn Begins
__REPORT__ | @ 2020-08-08T21:37:43.554896400 | Message: Clicked On Point: java.awt.Point[x=363,y=10], P1Board
__GAME REPORT__ | @ 2020-08-08T21:37:48.176709900 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T21:37:48.177029300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:37:48.489642400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:37:49.587470 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T21:37:49.587470 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:37:49.914429600 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:37:51.162885400 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T21:37:51.165191100 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:37:51.490438400 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:37:52.492845700 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T21:37:52.492845700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:37:52.815050 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:37:54.063744200 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T21:37:54.063744200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:37:54.422837900 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T21:38:23.173877900 | Message: Clicked On Point: java.awt.Point[x=971,y=192], other
__REPORT__ | @ 2020-08-08T21:38:23.177874300 | Message: Input: other, Index: -1
__SIGN IN__ | @ 2020-08-08T21:41:17.701330 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T21:41:18.584143700 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T21:41:28.011100300 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T21:41:28.014938200 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T21:41:29.030568200 | Message: Game Begins
__ROOM CHANGE__ | @ 2020-08-08T21:41:29.159748700 | Message: play
__GAME REPORT__ | @ 2020-08-08T21:41:30.868939300 | Message: Activated Passive -> Mana Jump
__GAME REPORT__ | @ 2020-08-08T21:41:32.378108900 | Message: Activated Passive -> Off Card
__GAME REPORT__ | @ 2020-08-08T21:41:32.383145400 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T21:41:35.273018600 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T21:41:35.273018600 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T21:41:35.273018600 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T21:41:35.273018600 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T21:41:35.273018600 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T21:41:35.274038700 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:41:35.275568300 | Message: Turn Begins
__REPORT__ | @ 2020-08-08T21:41:41.011872800 | Message: Clicked On Point: java.awt.Point[x=262,y=120], P2Board
__GAME REPORT__ | @ 2020-08-08T21:41:48.595144700 | Message: Draw Card -> High Priest Amet
__GAME REPORT__ | @ 2020-08-08T21:41:48.596339500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:41:48.949694100 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:41:53.280726200 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:41:53.280726200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:41:53.617188300 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:41:56.554268400 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T21:41:56.554500800 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:41:56.848537800 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T21:42:18.272490500 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T21:42:18.272490500 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T21:42:18.598064800 | Message: Turn Ended.
__SIGN IN__ | @ 2020-08-08T22:11:27.108953600 | Message: No Message
__ROOM CHANGE__ | @ 2020-08-08T22:11:28.048801400 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T22:11:42.875689400 | Message: button -> Play Online
__SUCCESSFUL ACTION__ | @ 2020-08-08T22:11:42.875689400 | Message: Play Access Granted
__GAME REPORT__ | @ 2020-08-08T22:11:42.966017500 | Message: Game Begins
__GAME REPORT__ | @ 2020-08-08T22:11:44.884278700 | Message: Activated Passive -> Zombie
__ROOM CHANGE__ | @ 2020-08-08T22:11:46.619363100 | Message: play
__GAME REPORT__ | @ 2020-08-08T22:11:48.815637600 | Message: Activated Passive -> Nurse
__GAME REPORT__ | @ 2020-08-08T22:11:48.815637600 | Message: Shuffling Cards...
__GAME REPORT__ | @ 2020-08-08T22:11:52.380607300 | Message: Giving players starting cards
__GAME REPORT__ | @ 2020-08-08T22:11:52.380607300 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T22:11:52.380607300 | Message: Draw Card -> Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T22:11:52.380607300 | Message: Draw Card -> Temple Enforcer
__GAME REPORT__ | @ 2020-08-08T22:11:52.380607300 | Message: Draw Card -> Ironfur Grizzly
__GAME REPORT__ | @ 2020-08-08T22:11:52.381604200 | Message: Draw Card -> Pyroblast
__GAME REPORT__ | @ 2020-08-08T22:11:52.382304900 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:00.099719700 | Message: Draw Card -> Healing Touch
__GAME REPORT__ | @ 2020-08-08T22:12:00.099719700 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:00.444853100 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T22:12:05.050100200 | Message: Draw Card -> AmaniWarBear
__GAME REPORT__ | @ 2020-08-08T22:12:05.051081300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:05.392079800 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T22:12:15.660545500 | Message: Input: P2Board, Index: 4
__GAME REPORT__ | @ 2020-08-08T22:12:16.632349100 | Message: Draw Card -> Hir'eek the Bat
__GAME REPORT__ | @ 2020-08-08T22:12:16.632349100 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:17.076730200 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T22:12:21.559930800 | Message: Clicked On Point: java.awt.Point[x=1081,y=152], other
__REPORT__ | @ 2020-08-08T22:12:21.576120300 | Message: Input: other, Index: -1
__REPORT__ | @ 2020-08-08T22:12:22.575659900 | Message: Clicked On Point: java.awt.Point[x=32,y=97], P2HeroPower
__REPORT__ | @ 2020-08-08T22:12:22.580924200 | Message: Input: P2HeroPower, Index: -1
__HERO POWER PLAYED__ | @ 2020-08-08T22:12:22.581943400 | Message: Heal
__REPORT__ | @ 2020-08-08T22:12:24.062197800 | Message: Clicked On Point: java.awt.Point[x=78,y=31], P1Hero
__REPORT__ | @ 2020-08-08T22:12:24.066490400 | Message: Input: P1Hero, Index: -1
__CARD SELECTED__ | @ 2020-08-08T22:12:24.066490400 | Message: Model Selected -> Mage
__GAME REPORT__ | @ 2020-08-08T22:12:29.552242200 | Message: Draw Card -> RaidLeader
__GAME REPORT__ | @ 2020-08-08T22:12:29.552242200 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:29.870768500 | Message: Turn Ended.
__REPORT__ | @ 2020-08-08T22:12:37.563295300 | Message: Input: P1Hand, Index: 1
__REPORT__ | @ 2020-08-08T22:12:38.548699900 | Message: Input: P1Board, Index: 4
__CARD PLAYED__ | @ 2020-08-08T22:12:38.549771600 | Message: Sorcerer's Apprentice
__GAME REPORT__ | @ 2020-08-08T22:12:45.393046100 | Message: Draw Card -> Light's Justice
__GAME REPORT__ | @ 2020-08-08T22:12:45.393046100 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:12:45.728861300 | Message: Turn Ended.
__GAME REPORT__ | @ 2020-08-08T22:13:09.361866300 | Message: Draw Card -> Crazed Chemist
__GAME REPORT__ | @ 2020-08-08T22:13:09.361866300 | Message: Turn Begins
__GAME REPORT__ | @ 2020-08-08T22:13:09.698370500 | Message: Turn Ended.
__BUTTON CLICK__ | @ 2020-08-08T22:13:21.647751700 | Message: Back Button
__ROOM CHANGE__ | @ 2020-08-08T22:13:21.829280700 | Message: home
__BUTTON CLICK__ | @ 2020-08-08T22:13:23.557218300 | Message: button -> Exit
